amount,merchant_category,customer_age,customer_location,device_type,previous_transactions,is_fraud,transaction_hour,transaction_day,transaction_month,transaction_day_of_week,is_weekend,is_night,customer_avg_amount,amount_deviation,amount_ratio
196.13,grocery,41,CA,tablet,4,0,22,11,10,4,0,1,97.749972,98.380028,2.0064455669977526
87.5,fuel,21,TX,desktop,1,0,11,15,9,4,0,0,97.749972,-10.249972,0.8951409122128351
108.18,fuel,56,FL,desktop,4,0,11,29,7,4,0,0,97.749972,10.430028000000007,1.10670107295068
15.1,fashion,57,TX,desktop,2,0,16,9,3,2,0,0,97.749972,-82.649972,0.1544757459933007
113.05,electronics,25,NY,mobile,1,0,1,18,5,3,0,1,97.749972,15.300027999999998,1.156522058578983
128.26,entertainment,62,TX,desktop,4,0,0,2,10,0,0,1,97.749972,30.51002799999999,1.3121231245762082
173.58,electronics,30,TX,mobile,0,0,17,30,9,0,0,0,97.749972,75.83002800000001,1.7757549661931877
0.5,entertainment,44,NY,desktop,6,0,11,10,2,3,0,0,97.749972,-97.249972,0.0051150909269304864
385.64,fashion,55,CA,mobile,4,0,16,7,2,2,0,0,97.749972,287.890028,3.9451673301229455
87.64,electronics,35,NY,mobile,7,0,8,29,4,4,0,0,97.749972,-10.109971999999999,0.8965731376723757
15.83,entertainment,63,CA,desktop,2,0,19,27,2,6,1,0,97.749972,-81.919972,0.1619437787466192
239.07,fuel,35,NY,tablet,1,0,18,12,5,4,0,0,97.749972,141.32002799999998,2.4457295758025426
210.58,electronics,22,TX,mobile,1,0,15,10,7,6,1,0,97.749972,112.83002800000001,2.154271694786044
158.31,fuel,62,IL,mobile,2,0,12,15,12,4,0,0,97.749972,60.560028,1.6195400892847307
45.7,grocery,21,NY,desktop,3,0,10,8,1,5,1,0,97.749972,-52.049972,0.4675193107214465
192.38,electronics,58,NY,tablet,4,0,15,30,9,5,1,0,97.749972,94.630028,1.9680823850457738
36.17,fuel,62,FL,desktop,3,0,0,22,12,6,1,1,97.749972,-61.579972,0.3700256776541514
290.09,electronics,37,TX,mobile,3,0,8,23,1,0,0,0,97.749972,192.34002799999996,2.9676734539865293
37.08,fashion,19,IL,mobile,1,0,3,5,2,5,1,1,97.749972,-60.669972,0.37933514314116484
327.51,entertainment,69,CA,desktop,0,0,8,30,10,0,0,0,97.749972,229.76002799999998,3.350486858958007
34.74,grocery,42,CA,desktop,4,0,18,25,9,6,1,0,97.749972,-63.009972,0.35539651760313024
175.0,fashion,32,TX,tablet,1,0,21,1,8,1,0,0,97.749972,77.250028,1.7902818244256702
52.85,grocery,48,TX,desktop,2,0,19,16,8,4,0,0,97.749972,-44.899972,0.5406651109765525
18.75,entertainment,60,FL,tablet,5,0,15,4,1,2,0,0,97.749972,-78.999972,0.19181590975989324
25.8,fashion,63,FL,mobile,3,0,21,30,6,3,0,0,97.749972,-71.949972,0.2639386918296131
77.09,fashion,34,NY,mobile,5,0,5,29,8,0,0,1,97.749972,-20.659971999999996,0.7886447191141425
168.18,fashion,28,CA,desktop,0,0,13,12,4,2,0,0,97.749972,70.43002800000001,1.7205119841823384
191.42,grocery,29,NY,desktop,2,0,14,29,2,3,0,0,97.749972,93.67002799999999,1.9582614104660672
53.12,electronics,49,TX,tablet,1,0,10,30,11,2,0,0,97.749972,-44.629972,0.5434272600770949
90.54,fashion,37,IL,tablet,6,0,8,11,8,6,1,0,97.749972,-7.209971999999993,0.9262406650485725
276.4,fashion,69,TX,desktop,2,0,7,29,12,3,0,0,97.749972,178.65002799999996,2.8276222644071725
63.07,electronics,67,CA,mobile,3,0,21,25,1,3,0,0,97.749972,-34.679972,0.6452175695230116
236.54,entertainment,28,IL,tablet,1,0,16,29,11,4,0,0,97.749972,138.790028,2.4198472157122746
58.93,fuel,44,NY,desktop,1,0,16,6,8,6,1,0,97.749972,-38.819972,0.6028646166480272
255.75,entertainment,62,CA,tablet,2,0,18,16,7,1,0,0,97.749972,158.000028,2.6163690091249436
38.99,fashion,32,CA,desktop,4,0,17,23,4,5,1,0,97.749972,-58.759972,0.39887479048203933
48.85,fashion,29,FL,desktop,6,0,15,14,4,3,0,0,97.749972,-48.899972,0.4997443835611085
56.15,fuel,62,CA,desktop,3,0,17,12,10,5,1,0,97.749972,-41.599972,0.5744247110942936
22.94,fuel,33,NY,desktop,6,0,12,8,4,0,0,0,97.749972,-74.809972,0.23468037172757072
75.69,electronics,50,TX,tablet,1,0,6,23,1,0,0,0,97.749972,-22.059972000000002,0.774322464518737
184.62,grocery,66,NY,tablet,4,0,20,20,2,1,0,0,97.749972,86.870028,1.888696173859813
46.56,grocery,30,FL,mobile,2,0,11,21,1,6,1,0,97.749972,-51.189972,0.47631726711576694
33.85,electronics,19,FL,tablet,3,0,23,18,3,0,0,1,97.749972,-63.899972,0.3462916557531939
195.72,grocery,25,IL,desktop,0,0,0,5,7,2,0,1,97.749972,97.970028,2.0022511924376696
48.12,electronics,30,TX,tablet,2,0,9,23,1,0,0,0,97.749972,-49.629972,0.49227635080779
83.25,electronics,33,CA,mobile,2,0,13,16,10,6,1,0,97.749972,-14.499972,0.8516626393339259
0.58,entertainment,21,CA,tablet,5,0,6,20,9,4,0,0,97.749972,-97.169972,0.005933505475239364
2.12,grocery,44,CA,desktop,3,0,5,9,6,6,1,1,97.749972,-95.629972,0.021687985530185264
283.83,entertainment,53,CA,desktop,2,0,15,1,4,5,1,0,97.749972,186.08002799999997,2.90363251558136
19.75,entertainment,19,TX,desktop,6,0,3,14,3,3,0,1,97.749972,-77.999972,0.20204609161375423
106.22,electronics,51,IL,desktop,2,0,13,28,4,6,1,0,97.749972,8.470028,1.0866499165171124
193.38,grocery,40,IL,tablet,2,0,13,17,12,1,0,0,97.749972,95.630028,1.9783125668996349
58.44,electronics,44,FL,mobile,4,0,15,9,9,0,0,0,97.749972,-39.309972,0.5978518275396352
100.87,electronics,34,CA,tablet,2,0,21,3,2,5,1,0,97.749972,3.120028000000005,1.0319184435989563
133.61,electronics,25,IL,tablet,3,0,3,2,11,3,0,1,97.749972,35.860028000000014,1.3668545974943647
93.39,fashion,56,TX,mobile,1,0,10,13,9,1,0,0,97.749972,-4.359971999999999,0.9553966833320763
37.41,entertainment,61,FL,mobile,3,0,16,17,6,4,0,0,97.749972,-60.339972,0.38271110315293894
125.94,fashion,62,CA,mobile,4,0,21,7,11,1,0,0,97.749972,28.190027999999998,1.288389102675251
27.71,fuel,23,FL,desktop,2,0,3,8,3,1,0,1,97.749972,-70.039972,0.28347833917048754
36.59,fashion,67,FL,mobile,0,0,18,20,8,6,1,0,97.749972,-61.159971999999996,0.37432235403277303
25.65,fashion,42,IL,mobile,2,0,6,11,4,0,0,0,97.749972,-72.09997200000001,0.2624041645515339
111.09,fuel,36,TX,desktop,7,0,9,29,5,6,1,0,97.749972,13.340028000000004,1.1364709021454156
30.71,electronics,22,IL,tablet,2,0,14,14,10,0,0,0,97.749972,-67.039972,0.3141688847320705
117.22,fashion,28,IL,desktop,3,0,10,24,9,1,0,0,97.749972,19.470028,1.1991819169095832
33.88,fashion,69,TX,tablet,4,0,17,29,7,5,1,0,97.749972,-63.869972,0.3465985612088098
62.64,electronics,20,TX,mobile,4,1,3,20,9,4,0,1,97.749972,-35.109972,0.6408185913258513
56.24,entertainment,33,NY,desktop,6,0,14,26,8,0,0,0,97.749972,-41.509972,0.5753454274611411
201.75,electronics,65,IL,mobile,0,0,14,3,11,6,1,0,97.749972,104.000028,2.0639391890164513
46.17,grocery,48,FL,tablet,4,0,13,30,10,0,0,0,97.749972,-51.579972,0.47232749619276115
41.61,fuel,63,FL,tablet,5,0,23,14,10,0,0,1,97.749972,-56.139972,0.42567786693915505
10.37,grocery,58,FL,mobile,3,0,13,23,11,5,1,0,97.749972,-87.379972,0.10608698582453828
70.81,fuel,52,FL,desktop,3,0,14,31,10,0,0,0,97.749972,-26.939971999999997,0.7243991770718955
32.86,fuel,29,TX,desktop,2,0,5,31,1,2,0,1,97.749972,-64.889972,0.33616377571787154
71.63,electronics,28,NY,desktop,10,0,3,27,5,5,1,1,97.749972,-26.119972000000004,0.7327879261920615
219.94,fuel,39,FL,tablet,5,0,17,5,9,0,0,0,97.749972,122.190028,2.2500261969381823
138.22,grocery,64,CA,tablet,4,0,16,16,1,0,0,0,97.749972,40.470028,1.4140157358406635
90.84,fuel,28,CA,mobile,1,0,18,21,9,3,0,0,97.749972,-6.909971999999996,0.9293097196047307
5.26,entertainment,44,FL,tablet,4,0,16,23,9,4,0,0,97.749972,-92.489972,0.053810756551308715
60.89,fuel,54,FL,tablet,2,0,7,1,6,3,0,0,97.749972,-36.859972,0.6229157730815946
89.24,electronics,22,IL,mobile,2,0,22,25,8,4,0,1,97.749972,-8.509972000000005,0.9129414286385531
110.43,fashion,18,TX,desktop,4,0,7,9,3,3,0,0,97.749972,12.680028000000007,1.1297189821218674
9.92,entertainment,43,NY,mobile,5,0,7,18,5,3,0,0,97.749972,-87.829972,0.10148340399030086
1.5,fashion,55,IL,desktop,3,0,3,25,1,3,0,1,97.749972,-96.249972,0.01534527278079146
227.8,grocery,23,FL,tablet,6,0,14,18,10,2,0,0,97.749972,130.050028,2.3304354263095295
27.11,electronics,54,TX,tablet,3,0,23,12,7,4,0,1,97.749972,-70.639972,0.277340230058171
19.9,fashion,18,TX,desktop,2,0,6,30,6,3,0,0,97.749972,-77.84997200000001,0.20358061889183335
172.3,fuel,19,NY,tablet,1,0,6,14,8,6,1,0,97.749972,74.55002800000001,1.7626603334202458
164.2,entertainment,64,IL,tablet,1,0,23,5,6,6,1,1,97.749972,66.45002799999999,1.6797958604039716
166.61,entertainment,64,NY,tablet,3,0,20,28,4,4,0,0,97.749972,68.86002800000001,1.7044505986717768
142.29,fashion,35,CA,tablet,1,0,15,30,4,1,0,0,97.749972,44.54002799999999,1.4556525759858778
27.11,fashion,33,CA,tablet,4,0,4,26,4,1,0,1,97.749972,-70.639972,0.277340230058171
165.46,fuel,24,CA,desktop,6,0,15,10,11,6,1,0,97.749972,67.71002800000001,1.6926858895398367
126.02,grocery,43,CA,tablet,8,0,1,31,10,3,0,1,97.749972,28.270027999999996,1.2892075172235598
203.33,fuel,56,NY,desktop,2,0,23,10,8,3,0,1,97.749972,105.58002800000001,2.080102876345552
34.73,fashion,43,FL,tablet,4,1,16,21,3,0,0,0,97.749972,-63.019972,0.3552942157845915
59.49,grocery,32,NY,tablet,2,1,11,31,3,4,0,0,97.749972,-38.259972,0.6085935184861893
30.94,fuel,21,TX,desktop,3,0,19,2,3,2,0,0,97.749972,-66.809972,0.3165218265584585
126.29,fashion,54,IL,desktop,2,0,2,6,11,6,1,1,97.749972,28.540028000000007,1.2919696663241023
73.03,fashion,32,CA,mobile,3,0,0,7,10,4,0,1,97.749972,-24.719972,0.7471101807874668
276.03,entertainment,45,CA,desktop,6,0,8,4,5,3,0,0,97.749972,178.28002799999996,2.823837097121244
27.86,grocery,33,TX,tablet,6,0,14,28,5,1,0,0,97.749972,-69.889972,0.2850128664485667
94.92,fashion,60,CA,mobile,8,0,12,13,12,4,0,0,97.749972,-2.829971999999998,0.9710488615684836
42.01,fuel,47,FL,desktop,5,0,12,18,3,4,0,0,97.749972,-55.739972,0.42976993968069943
24.68,fuel,54,FL,tablet,3,0,11,5,4,1,0,0,97.749972,-73.069972,0.2524808881532888
74.33,entertainment,31,TX,desktop,3,0,11,3,1,0,0,0,97.749972,-23.419972,0.7604094171974861
196.21,fashion,47,TX,tablet,2,0,22,22,9,4,0,1,97.749972,98.46002800000001,2.0072639815460613
92.42,grocery,67,FL,tablet,1,0,23,10,7,2,0,1,97.749972,-5.329971999999998,0.9454734069338311
62.41,grocery,35,IL,desktop,2,0,20,20,3,2,0,0,97.749972,-35.339972,0.6384656494994633
69.69,fashion,39,FL,tablet,1,0,20,28,3,1,0,0,97.749972,-28.059972000000002,0.7129413733955712
3.34,entertainment,38,TX,tablet,3,0,17,1,5,6,1,0,97.749972,-94.409972,0.03416880739189565
51.4,electronics,38,FL,desktop,5,0,6,25,6,5,1,0,97.749972,-46.349972,0.5258313472884539
46.39,entertainment,49,TX,mobile,1,0,14,12,1,4,0,0,97.749972,-51.359972,0.4745781362006105
49.33,entertainment,21,CA,tablet,2,0,11,27,3,2,0,0,97.749972,-48.419972,0.5046548708509617
58.09,fuel,32,CA,tablet,1,0,21,8,8,3,0,0,97.749972,-39.659971999999996,0.5942712638907839
31.77,fashion,37,NY,mobile,3,0,19,8,2,2,0,0,97.749972,-65.979972,0.3250128774971631
238.8,entertainment,34,NY,desktop,1,0,22,13,8,5,1,1,97.749972,141.050028,2.4429674267020003
68.45,fashion,38,CA,tablet,0,0,17,25,1,2,0,0,97.749972,-29.299971999999997,0.7002559478967836
8.3,fuel,36,TX,tablet,4,0,14,13,7,5,1,0,97.749972,-89.449972,0.08491050938704608
33.12,fashion,57,NY,desktop,1,0,10,25,5,2,0,0,97.749972,-64.62997200000001,0.3388236229998754
210.81,entertainment,21,CA,mobile,1,0,15,1,4,0,0,0,97.749972,113.060028,2.1566246366124315
278.61,entertainment,47,CA,desktop,4,0,23,2,7,1,0,1,97.749972,180.860028,2.850230966304206
70.71,electronics,32,CA,mobile,1,0,13,6,3,0,0,0,97.749972,-27.039972000000006,0.7233761588865093
111.63,grocery,36,TX,desktop,4,0,10,18,6,6,1,0,97.749972,13.880027999999996,1.1419952003465004
220.5,grocery,57,NY,desktop,4,0,17,12,6,0,0,0,97.749972,122.750028,2.2557550987763446
368.51,fashion,38,IL,desktop,2,0,22,2,1,1,0,1,97.749972,270.760028,3.769924314966307
22.18,grocery,59,FL,desktop,4,0,22,7,11,0,0,1,97.749972,-75.569972,0.22690543351863637
117.08,grocery,23,TX,desktop,4,0,19,15,4,4,0,0,97.749972,19.330028,1.1977496914500427
268.08,fuel,26,NY,tablet,2,0,7,23,2,3,0,0,97.749972,170.33002799999997,2.7425071513830495
9.48,entertainment,44,IL,desktop,2,0,7,26,3,5,1,0,97.749972,-88.269972,0.09698212397460203
144.23,electronics,42,NY,desktop,4,0,0,29,7,4,0,1,97.749972,46.48002799999999,1.475499128782368
9.1,fuel,65,FL,desktop,3,1,20,26,4,4,0,0,97.749972,-88.649972,0.09309465487013485
8.97,fuel,55,NY,tablet,1,0,3,24,5,4,0,1,97.749972,-88.779972,0.09176473122913294
102.29,grocery,26,FL,tablet,5,0,11,26,2,6,1,0,97.749972,4.540028000000007,1.046445301831439
4.06,grocery,25,IL,desktop,4,0,23,28,8,0,0,1,97.749972,-93.689972,0.041534538326675544
146.35,grocery,27,NY,tablet,6,0,14,25,2,6,1,0,97.749972,48.600027999999995,1.4971871143125532
82.2,fuel,28,IL,mobile,6,0,1,9,2,4,0,1,97.749972,-15.549971999999997,0.840920948387372
25.42,entertainment,67,NY,mobile,1,0,17,25,12,0,0,0,97.749972,-72.329972,0.26005122272514597
7.32,grocery,24,TX,tablet,4,0,12,26,2,5,1,0,97.749972,-90.42997199999999,0.07488493117026232
7.12,fuel,19,NY,tablet,2,0,19,4,12,6,1,0,97.749972,-90.629972,0.07283889479949013
78.43,grocery,49,NY,mobile,3,0,11,26,11,1,0,0,97.749972,-19.319971999999993,0.8023531627983161
53.59,entertainment,47,FL,mobile,1,0,17,3,3,3,0,0,97.749972,-44.159971999999996,0.5482354455484095
9.1,electronics,42,TX,desktop,5,0,2,3,9,1,0,1,97.749972,-88.649972,0.09309465487013485
20.63,fashion,67,NY,tablet,5,0,0,15,7,4,0,1,97.749972,-77.119972,0.21104865164515185
384.09,fuel,35,NY,desktop,4,0,0,23,4,6,1,1,97.749972,286.34002799999996,3.9293105482494606
162.94,fashion,40,IL,mobile,7,0,11,19,6,2,0,0,97.749972,65.190028,1.6669058312681069
169.87,fuel,27,IL,mobile,2,0,22,15,3,2,0,1,97.749972,72.120028,1.7378009915153634
50.83,grocery,34,NY,desktop,9,0,4,11,9,6,1,1,97.749972,-46.919972,0.5200001436317532
143.51,fashion,21,CA,mobile,6,0,15,25,12,2,0,0,97.749972,45.76002799999999,1.4681333978475881
6.56,fashion,58,IL,desktop,5,0,1,15,6,5,1,1,97.749972,-91.189972,0.06710999296132798
124.48,grocery,52,TX,mobile,4,0,14,24,6,5,1,0,97.749972,26.730028000000004,1.273453037168614
13.11,fashion,55,FL,mobile,1,1,19,10,3,3,0,0,97.749972,-84.639972,0.13411768410411734
112.14,electronics,38,IL,desktop,1,0,4,19,3,6,1,1,97.749972,14.390028000000001,1.1472125930919694
53.11,entertainment,44,FL,desktop,1,0,10,21,1,6,1,0,97.749972,-44.639972,0.5433249582585562
8.64,fuel,55,IL,mobile,3,0,0,28,12,5,1,1,97.749972,-89.109972,0.08838877121735882
12.37,electronics,59,FL,desktop,2,0,2,19,12,0,0,1,97.749972,-85.379972,0.1265473495322602
99.43,electronics,20,IL,mobile,3,0,19,2,2,4,0,0,97.749972,1.6800280000000072,1.0171869817293966
4.8,fashion,69,FL,mobile,2,0,22,4,5,2,0,1,97.749972,-92.949972,0.049104872898532666
1.84,fashion,27,TX,desktop,4,0,8,5,9,3,0,0,97.749972,-95.909972,0.01882353461110419
172.05,entertainment,54,FL,tablet,2,0,8,22,9,4,0,0,97.749972,74.30002800000001,1.7601027879567805
99.58,grocery,53,CA,desktop,3,0,22,8,1,5,1,1,97.749972,1.8300279999999987,1.0187215090074757
65.85,electronics,41,NY,mobile,5,0,0,6,9,2,0,1,97.749972,-31.899972000000005,0.673657475076745
121.75,grocery,23,IL,tablet,2,0,15,12,5,3,0,0,97.749972,24.000028,1.2455246407075735
95.18,entertainment,41,IL,tablet,3,0,16,2,5,0,0,0,97.749972,-2.569971999999993,0.9737087088504874
66.43,entertainment,32,NY,mobile,3,0,14,15,6,3,0,0,97.749972,-31.319971999999993,0.6795909805519845
172.15,entertainment,25,FL,tablet,4,0,8,5,12,1,0,0,97.749972,74.400028,1.7611258061421664
44.91,fashion,23,CA,desktop,5,0,20,17,5,1,0,0,97.749972,-52.839972,0.45943746705689625
81.68,fashion,29,TX,mobile,4,0,7,18,5,3,0,0,97.749972,-16.069971999999993,0.8356012538233644
141.19,fuel,55,FL,tablet,0,0,21,18,4,0,0,0,97.749972,43.440028,1.4443993759466307
37.19,fuel,69,IL,tablet,6,0,12,4,4,0,0,0,97.749972,-60.559972,0.3804604631450896
34.97,fuel,67,CA,mobile,4,0,13,14,8,2,0,0,97.749972,-62.779972,0.3577494594295182
73.02,electronics,41,IL,mobile,1,0,7,1,11,2,0,0,97.749972,-24.729972000000004,0.7470078789689282
220.93,electronics,20,TX,mobile,2,0,9,3,1,0,0,0,97.749972,123.18002800000001,2.260154076973505
12.83,grocery,29,IL,desktop,4,0,0,21,8,0,0,1,97.749972,-84.919972,0.1312532331850363
6.36,entertainment,43,CA,desktop,3,0,22,24,9,1,0,1,97.749972,-91.389972,0.06506395659055579
34.1,electronics,59,TX,mobile,3,0,13,2,7,1,0,0,97.749972,-63.649972,0.3488492012166592
145.29,fashion,64,IL,mobile,2,0,11,6,7,3,0,0,97.749972,47.54002799999999,1.4863431215474607
383.3,grocery,56,IL,desktop,3,0,8,14,3,1,0,0,97.749972,285.550028,3.921228704584911
89.73,fashion,28,IL,desktop,2,0,17,18,5,2,0,0,97.749972,-8.019971999999996,0.9179542177469451
59.04,fuel,69,IL,mobile,3,0,6,14,7,3,0,0,97.749972,-38.709972,0.6039899366519518
63.64,electronics,28,NY,desktop,3,0,20,23,11,3,0,0,97.749972,-34.109972,0.6510487731797123
83.03,grocery,54,CA,mobile,2,0,7,25,2,4,0,0,97.749972,-14.719971999999999,0.8494119993260766
33.86,fuel,51,IL,desktop,4,0,16,12,8,4,0,0,97.749972,-63.889972,0.3463939575717325
71.73,fuel,30,FL,tablet,4,0,15,22,10,6,1,0,97.749972,-26.019971999999996,0.7338109443774476
24.76,grocery,20,FL,mobile,5,0,12,9,4,5,1,0,97.749972,-72.989972,0.25329930270159773
27.32,fashion,49,CA,mobile,2,0,18,20,8,5,1,0,97.749972,-70.42997199999999,0.27948856824748175
174.15,fashion,68,FL,tablet,4,0,8,20,8,5,1,0,97.749972,76.400028,1.7815861698498885
217.89,fashion,36,FL,mobile,5,0,11,27,11,2,0,0,97.749972,120.14002799999999,2.2290543241377674
8.01,entertainment,66,IL,mobile,2,0,19,25,11,4,0,0,97.749972,-89.739972,0.0819437566494264
77.83,fuel,62,IL,mobile,5,0,20,21,10,0,0,0,97.749972,-19.919972,0.7962150536859995
10.27,entertainment,58,CA,mobile,3,0,23,13,11,2,0,1,97.749972,-87.479972,0.10506396763915218
79.85,entertainment,48,FL,mobile,3,0,11,19,10,3,0,0,97.749972,-17.899972000000005,0.8168800210307986
62.25,entertainment,33,CA,tablet,0,0,13,17,10,0,0,0,97.749972,-35.499972,0.6368288204028455
390.78,grocery,25,IL,mobile,5,0,23,2,10,6,1,1,97.749972,293.03002799999996,3.9977504648517908
80.28,electronics,22,NY,mobile,4,0,23,5,8,0,0,1,97.749972,-17.469972,0.8212789992279589
14.33,electronics,24,IL,desktop,2,0,22,25,9,0,0,1,97.749972,-83.419972,0.14659850596582774
18.49,grocery,42,NY,desktop,3,0,10,16,5,0,0,0,97.749972,-79.259972,0.18915606247788938
35.4,entertainment,26,IL,mobile,2,0,10,4,3,0,0,0,97.749972,-62.349972,0.3621484376266784
43.78,grocery,19,NY,mobile,6,0,8,11,5,5,1,0,97.749972,-53.969972,0.4478773615620334
8.8,fuel,67,IL,desktop,3,0,9,8,12,4,0,0,97.749972,-88.949972,0.09002560031397656
209.2,grocery,36,FL,tablet,2,0,22,15,9,6,1,1,97.749972,111.45002799999999,2.1401540438277156
13.13,grocery,18,NY,mobile,2,0,8,9,3,2,0,0,97.749972,-84.619972,0.1343222877411946
10.45,electronics,50,TX,mobile,1,0,7,4,2,5,1,0,97.749972,-87.299972,0.10690540037284715
165.82,electronics,56,NY,mobile,3,0,18,28,4,6,1,0,97.749972,68.070028,1.6963687550072264
251.24,electronics,23,FL,tablet,4,0,14,2,7,6,1,0,97.749972,153.490028,2.570230888964031
68.67,fuel,49,FL,mobile,2,0,10,17,1,1,0,0,97.749972,-29.079971999999998,0.702506587904633
5.37,electronics,29,NY,tablet,2,0,16,20,4,2,0,0,97.749972,-92.379972,0.05493607655523342
28.35,grocery,39,IL,tablet,2,0,14,27,3,0,0,0,97.749972,-69.39997199999999,0.2900256555569586
98.03,electronics,56,FL,mobile,2,1,5,30,8,1,0,1,97.749972,0.2800280000000015,1.0028647271339912
270.93,fashion,59,FL,desktop,2,0,16,13,1,3,0,0,97.749972,173.180028,2.7716631696665535
79.82,fashion,34,IL,mobile,2,0,16,29,6,3,0,0,97.749972,-17.929972000000006,0.8165731155751828
42.32,electronics,25,CA,desktop,5,0,14,7,12,3,0,0,97.749972,-55.429972,0.4329412960553964
18.42,grocery,53,FL,tablet,2,0,17,29,8,0,0,0,97.749972,-79.329972,0.18843994974811915
32.26,grocery,32,TX,mobile,4,0,12,29,1,6,1,0,97.749972,-65.489972,0.33002566660555493
106.13,grocery,26,TX,tablet,1,0,7,13,11,2,0,0,97.749972,8.380027999999996,1.085729200150265
5.35,grocery,22,NY,mobile,3,0,15,18,2,5,1,0,97.749972,-92.399972,0.0547314729181562
102.36,electronics,27,TX,tablet,3,0,23,31,12,6,1,1,97.749972,4.610028,1.0471614145612091
121.15,grocery,54,FL,mobile,3,0,18,21,4,4,0,0,97.749972,23.400028000000006,1.2393865315952568
19.38,fashion,26,FL,desktop,5,0,3,14,1,4,0,1,97.749972,-78.369972,0.19826092432782563
194.51,grocery,28,TX,tablet,4,0,10,11,10,4,0,0,97.749972,96.76002799999999,1.9898726723944977
168.27,fashion,40,CA,tablet,1,0,18,26,12,0,0,0,97.749972,70.52002800000001,1.721432700549186
4.49,grocery,48,CA,mobile,3,0,19,11,8,4,0,0,97.749972,-93.259972,0.04593351652383577
16.24,electronics,18,TX,tablet,1,0,3,16,2,2,0,1,97.749972,-81.509972,0.16613815330670217
21.72,fashion,41,FL,tablet,3,0,7,22,6,2,0,0,97.749972,-76.029972,0.22219954986586032
31.58,fashion,26,CA,tablet,2,0,13,24,5,2,0,0,97.749972,-66.169972,0.3230691429449295
134.89,fashion,23,IL,desktop,2,0,23,25,2,6,1,1,97.749972,37.14002799999999,1.3799492302673064
260.08,fashion,38,FL,tablet,4,0,10,2,12,4,0,0,97.749972,162.33002799999997,2.6606656965521616
279.0,fuel,18,TX,mobile,4,0,11,29,12,6,1,0,97.749972,181.250028,2.8542207372272115
42.66,electronics,18,CA,mobile,5,0,8,7,9,5,1,0,97.749972,-55.089972,0.4364195578857091
65.69,fuel,37,TX,desktop,3,0,4,23,3,2,0,1,97.749972,-32.059972,0.6720206459801272
54.29,entertainment,28,TX,desktop,4,0,6,31,10,3,0,0,97.749972,-43.459972,0.5553965728461122
65.42,entertainment,43,FL,tablet,5,0,8,18,9,6,1,0,97.749972,-32.329972,0.6692584968795848
5.87,grocery,54,TX,tablet,4,0,1,29,8,1,0,1,97.749972,-91.879972,0.06005116748216391
255.84,fuel,30,IL,mobile,2,0,18,14,10,0,0,0,97.749972,158.09002800000002,2.6172897254917915
123.3,entertainment,33,NY,tablet,2,0,2,15,8,1,0,1,97.749972,25.550027999999998,1.261381422581058
5.31,grocery,63,TX,desktop,3,0,23,28,6,2,0,1,97.749972,-92.439972,0.05432226564400176
13.89,electronics,68,IL,desktop,6,0,14,20,4,3,0,0,97.749972,-83.859972,0.1420972259501289
59.45,fuel,30,FL,desktop,5,0,8,8,1,5,1,0,97.749972,-38.299972,0.6081843112120349
4.08,fashion,50,CA,mobile,2,0,23,1,7,4,0,1,97.749972,-93.669972,0.04173914196375277
67.11,grocery,39,NY,tablet,3,1,9,4,3,4,0,0,97.749972,-30.639972,0.6865475042126099
65.66,electronics,25,FL,tablet,6,0,10,12,8,4,0,0,97.749972,-32.089972,0.6717137405245114
66.63,entertainment,34,FL,desktop,1,0,18,1,11,2,0,0,97.749972,-31.119972000000004,0.6816370169227566
49.95,fuel,27,IL,mobile,2,0,4,11,11,4,0,1,97.749972,-47.799972,0.5109975836003556
122.84,electronics,57,NY,mobile,5,0,0,20,7,2,0,1,97.749972,25.090028000000004,1.256675538928282
75.12,grocery,24,CA,desktop,1,0,22,20,4,5,1,1,97.749972,-22.629971999999995,0.7684912608620363
367.66,fashion,49,TX,tablet,2,0,0,2,4,6,1,1,97.749972,269.910028,3.7612286603905254
4.16,electronics,18,NY,tablet,3,0,4,22,9,3,0,1,97.749972,-93.589972,0.042557556512061646
38.87,entertainment,59,CA,tablet,2,0,22,14,8,0,0,1,97.749972,-58.879972,0.397647168659576
0.53,fashion,37,TX,mobile,2,0,19,17,12,5,1,0,97.749972,-97.219972,0.005421996382546316
186.35,fuel,28,NY,tablet,3,0,10,28,1,5,1,0,97.749972,88.600028,1.9063943884669923
268.17,entertainment,37,FL,tablet,4,0,21,22,3,1,0,0,97.749972,170.420028,2.7434278677498973
102.43,electronics,56,IL,mobile,3,0,7,5,12,0,0,0,97.749972,4.680028000000007,1.0478775272909795
189.8,entertainment,19,CA,mobile,1,0,10,30,3,5,1,0,97.749972,92.05002800000001,1.9416885158628128
212.29,entertainment,35,IL,tablet,2,0,1,22,4,0,0,1,97.749972,114.54002799999999,2.171765305756146
20.5,fuel,43,IL,mobile,4,0,22,22,2,2,0,1,97.749972,-77.249972,0.20971872800414995
20.72,fashion,19,CA,mobile,0,0,6,18,2,5,1,0,97.749972,-77.029972,0.21196936801199934
66.98,fuel,38,NY,mobile,4,0,21,16,11,3,0,0,97.749972,-30.769971999999996,0.685217580571608
162.46,fuel,30,FL,mobile,4,0,5,8,3,4,0,1,97.749972,64.71002800000001,1.6619953439782538
210.47,fashion,62,NY,tablet,2,0,7,10,3,4,0,0,97.749972,112.720028,2.153146374782119
